expert.level,country,ASA.Class,Apfel.Score,NYHA.Score,ARISCAT.Score,rRCI,POSPOM,method.future.evaluation,who.obtains,online.legal,online.possible.internet,online.possible.telefon,lack of contact,impossible to observe behavior,no relation,no confidence,legal requirenments,unsure if illigal,no anamnestic info,Less stressful,Less waiting,Standardized questionaires,More efficient than face-to-face,Obtain.both.parents.complex,Obtain.both.parents.simple,parents.legal.online,id.card,id.card.needed
Resident,Belarus,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Yes,Not selected,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,United Kingdom (UK),Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Not selected,Yes,Yes,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,Other,Yes,Yes,Yes,Yes,Not selected,Yes,in person,Special trained nurse,No,Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,Yes,Not selected,Yes,Yes,Not selected,Not selected,Always both parents,"Just the one, who is present",No,Yes,Yes
Consultant,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Always both parents,"Just the one, who is present",No,No,Yes
Consultant,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Portugal,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),Yes,Not selected,Not selected,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Other,Ireland,Yes,Not selected,Yes,Not selected,Not selected,Yes,in person,Resident,I do not know,No (please comment),Yes,Yes,Yes,Yes,Yes,Not selected,Yes,Yes,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,France,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,Yes,No (please comment),Yes,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Always both parents,Always both parents,Yes,No,Yes
Resident,Austria,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via videoconference,Resident,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,United Kingdom (UK),Yes,Yes,Not selected,Not selected,Yes,Not selected,NA,Resident,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Austria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Germany,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,NA,NA,NA,NA,NA
Consultant,Spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,Romania,Yes,Not selected,Yes,Not selected,Not selected,Not selected,online via videoconference,Resident,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Not selected,Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Italy,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Always both parents,Always both parents,No,No,Yes
Consultant,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,United Kingdom (UK),Yes,Not selected,Yes,Not selected,Not selected,Not selected,online via patient´s self assessment,Consultant,I do not know,Yes,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Germany,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Sweden,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Different (please comment),Different (please comment),Different (please commment),No,No
Consultant,United Kingdom (UK),Yes,Not selected,Not selected,Not selected,Yes,Yes,online via patient´s self assessment,Consultant,No,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Yes,Yes,Not selected,NA,NA,NA,NA,NA
Consultant,Germany,Yes,Yes,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Netherlands,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,via telefone,Consultant,Yes,No (please comment),Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",Yes,No,No
Consultant,Netherlands,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,Yes,No (please comment),No (please comment),Not selected,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Different (please comment),Different (please comment),No,Different (please commment),Different (please commment)
Consultant,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Switzerland,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),Yes,Yes,Not selected,Yes,Yes,Not selected,Yes,Not selected,Yes,Yes,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Austria,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Bulgaria,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,Different (please comment),No (please comment),Yes,Yes,Yes,Not selected,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Liechtenstein,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via patient´s self assessment,other,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Bosnia and Herzegovina,Yes,Yes,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Portugal,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Other,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA
Consultant,Turkey,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Not selected,Yes,Not selected,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Croatia,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),Different (please comment),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Yes,"Just the one, who is present","Just the one, who is present",Yes,Yes,Yes
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,Yes,No (please comment),Different (please comment),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,NA,NA,NA,NA,NA
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Germany,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Always both parents,Always both parents,No,No,Yes
Consultant,United Kingdom (UK),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Yes,Yes,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,United Kingdom (UK),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Spain,Yes,Not selected,Not selected,Not selected,Yes,Not selected,via telefone,Consultant,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Albania,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Sweden,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Different (please comment),Different (please comment),Different (please commment),Yes,Yes
Resident,Italy,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via patient´s self assessment,Resident,I do not know,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Yes,Not selected,Yes,Not selected,Yes,Not selected,Not selected,Different (please comment),Always both parents,No,No,Yes
Consultant,Spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Spain,Yes,Yes,Yes,Not selected,Not selected,Not selected,online via videoconference,Consultant,I do not know,Yes,No (please comment),Yes,Yes,Not selected,Not selected,Yes,Not selected,Yes,Not selected,Not selected,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Italy,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Yes,Yes,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Greece,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Yes,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Always both parents,Always both parents,No,No,No
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Sweden,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,Germany,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Bulgaria,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,Switzerland,Yes,Yes,Yes,Not selected,Not selected,Not selected,online via videoconference,Resident,Yes,No (please comment),Yes,Yes,Not selected,Yes,Yes,Yes,Not selected,Not selected,Yes,Yes,Not selected,Yes,"Just the one, who is present","Just the one, who is present",Different (please commment),No,No
Consultant,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Other,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,online via videoconference,Consultant,I do not know,No (please comment),Different (please comment),Yes,Yes,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Spain,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,via telefone,Consultant,Yes,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Different (please comment),Different (please comment),Yes,Yes,Yes
Consultant,Other,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,Serbia,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Greece,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Special trained nurse,No,No (please comment),No (please comment),Yes,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,NA,NA,NA,NA,NA
Consultant,Spain,Yes,Not selected,Yes,Not selected,Not selected,Not selected,online via videoconference,Consultant,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Germany,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,Yes,Different (please comment),Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Always both parents,"Just the one, who is present",Yes,No,Different (please commment)
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,United Kingdom (UK),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,other,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
